X,10Gy air,20Gy air,30Gy air,40Gy air,50Gy air,10Gy O2,20Gy O2,30Gy O2,40Gy O2,50Gy O2,10Gy N2,20Gy N2,30Gy N2,40Gy N2,50Gy N2
417,0,0,0.000333333,0.000333333,0,0.000666667,0.000333333,0.001333333,0.001666667,0.002,0,0,-0.000333333,0,0.000666667
416,0.000333333,0,0.000333333,0.000333333,-0.000333333,0.000666667,0.000666667,0.001333333,0.001666667,0.002,0.000333333,-0.000333333,0,0,0.000666667
415,0,0,0.000333333,0,-0.000333333,0,0,0.001,0.001333333,0.002,0.001,0.000333333,0.000666667,0.001,0.001333333
414,0,0,0.000666667,0.000333333,-0.000333333,0.000333333,0.000666667,0.001333333,0.001333333,0.002333333,0.000666667,0,0.000333333,0.000666667,0.001
413,0.000666667,0.000666667,0.000666667,0.000666667,0.000666667,0.000666667,0.000666667,0.001333333,0.001333333,0.002,0.000666667,0,0.000333333,0.000666667,0.001
412,0,0,0.000333333,0,0,0.000666667,0.001,0.002,0.002,0.002666667,0.000333333,0,0,0.000333333,0.000666667
411,-0.000333333,-0.000333333,0,-0.000333333,-0.000333333,0.000666667,0.000666667,0.001333333,0.001666667,0.002333333,0.000666667,0,0.000333333,0.000666667,0.001
410,-0.000333333,0,0.000333333,0,-0.000333333,0.000333333,0.000666667,0.001333333,0.002,0.002,0.000666667,0.000333333,0.000333333,0.000666667,0.001333333
409,-0.000333333,-0.000333333,0,-0.000333333,-0.000666667,0.000666667,0.000333333,0.001333333,0.001666667,0.001666667,0,-0.000333333,0.000333333,0.000333333,0.000666667
408,0,0,0.000333333,0,0,0.000666667,0.000666667,0.001666667,0.001666667,0.002,0.000666667,0.000333333,0.000333333,0.001,0.001
407,0,0,0.000333333,0,0,0.000333333,0.000333333,0.001,0.001666667,0.002,0.000333333,0.000333333,0,0.000666667,0.001
406,0.000333333,0,0.000333333,0.000666667,-0.000333333,0.000666667,0.001,0.001333333,0.001333333,0.002,0.000333333,-0.000333333,0.000333333,0.000666667,0.001
405,0.000333333,0.000666667,0.000666667,0.000666667,0.000666667,0.001,0.000666667,0.001333333,0.002,0.002666667,0.000666667,-0.000333333,0.000333333,0.001,0.001
404,0.000666667,0.000666667,0.000666667,0.000666667,0.000333333,0.001,0.000666667,0.001333333,0.002,0.002666667,0.000666667,0,0.000333333,0.000666667,0.001
403,0,0,0.000333333,0,0,0.000333333,0.000666667,0.001333333,0.001333333,0.002,0,-0.000666667,0,0.000333333,0.000666667
402,0.000333333,0.000333333,0.000666667,0.000333333,0,0.001,0.001,0.001666667,0.001666667,0.002666667,0.000666667,0,0.000333333,0.001,0.001
401,0.000333333,0.000333333,0.000333333,0.000333333,0,0.001,0.001,0.001333333,0.001666667,0.002333333,0.000333333,0,0,0.000666667,0.001
400,0.000333333,0,0.000333333,0.000666667,-0.000333333,0.000333333,0.001,0.001333333,0.001333333,0.002,0,0,0.000333333,0.001,0.001
399,-0.000333333,-0.000333333,0.000333333,0.000333333,-0.000333333,0.000666667,0.001333333,0.001666667,0.001666667,0.002333333,0.000333333,0.000333333,0.000666667,0.000666667,0.001333333
398,0.000333333,0.000333333,0.000666667,0.000666667,0.000333333,0.000666667,0.000666667,0.001666667,0.002,0.002333333,0.000333333,-0.000333333,0.000333333,0.000666667,0.001
397,0,0,0.000333333,0,0,0.000333333,0.000666667,0.001333333,0.001333333,0.002,0.000666667,0.000333333,0.001,0.001,0.001333333
396,-0.000333333,0,0,-0.000333333,-0.000333333,0.000333333,0.000666667,0.001333333,0.001333333,0.002,0,-0.000333333,0.000333333,0.000333333,0.000666667
395,0.000333333,0.000333333,0.000333333,0.000333333,0,0.000666667,0.000666667,0.001666667,0.002,0.002333333,0.000666667,0.000333333,0.001,0.001333333,0.001333333
394,0.000333333,0.000333333,0.000333333,0.000333333,0,0.000333333,0.001,0.001333333,0.001333333,0.002333333,0,-0.000333333,0.000333333,0.000333333,0.001
393,0,0,0.000333333,0,0,0.000333333,0.001333333,0.001666667,0.001666667,0.002333333,0.000666667,0.000333333,0.000666667,0.001,0.001
392,0.000333333,0.000333333,0.000333333,0.000333333,0.000333333,0.000666667,0.001333333,0.001666667,0.001666667,0.002,0.000333333,0,0.000333333,0.000666667,0.001
391,0,0,0.000666667,0,0,0.000333333,0.001,0.001333333,0.001333333,0.002,0.000666667,0.000333333,0.001,0.001,0.001666667
390,0.000333333,0,0.000666667,0.000333333,-0.000333333,0.000666667,0.001,0.002,0.002,0.002666667,0.000666667,0.000333333,0.000333333,0.001,0.001
389,-0.000333333,-0.000666667,0,0,-0.000333333,0.000666667,0.000666667,0.001333333,0.001333333,0.002,0.000666667,0.000333333,0.001,0.001,0.001333333
388,0,0,0.000333333,0,-0.000333333,0,0.001,0.001333333,0.001333333,0.002,0.000333333,0,0.000666667,0.000666667,0.001333333
387,0.000666667,0.000666667,0.001,0.000666667,0.000333333,0.000333333,0.001333333,0.001666667,0.002,0.002333333,0,-0.000333333,0.000333333,0.000333333,0.000666667
386,0.000333333,-0.000333333,0,-0.000333333,-0.000333333,0.001,0.001,0.001333333,0.002,0.002333333,0.000333333,0.000333333,0.000666667,0.001,0.001
385,0.000666667,0.000333333,0.000666667,0.000666667,0.000333333,0.001,0.001,0.001333333,0.002,0.002333333,0.000333333,0.000333333,0.000666667,0.000666667,0.001
384,0.000333333,0.000333333,0.000666667,0.000333333,0,0.000333333,0.001,0.001333333,0.001333333,0.002333333,0.000666667,0,0.000666667,0.001,0.001333333
383,0.000333333,0.000333333,0.000666667,0.000666667,0,0,0.000666667,0.001333333,0.001333333,0.002,0.000333333,0,0,0.000666667,0.001
382,0.000333333,-0.000333333,0.000333333,0,-0.000333333,0.001,0.001,0.001333333,0.002333333,0.002333333,0.000666667,0.000333333,0.000333333,0.001,0.001
381,0.000333333,0,0.001,0,0,0.001,0.001,0.001666667,0.001666667,0.002333333,0.000333333,0.000333333,0.000333333,0.001333333,0.001
380,-0.004333333,-0.002333333,-0.004333333,-0.000333333,-0.002666667,0.000666667,0.000666667,-0.001,0.002,0.002,-0.001666667,-0.003,-0.005666667,-0.002333333,-0.001666667
379,0,0,0,-0.001666667,0.001666667,0.003333333,0.003666667,0.004666667,0.005,0.004333333,-0.002666667,-0.000333333,-0.000333333,0.001333333,0.002666667
378,-0.000666667,-0.002666667,0.001333333,0,0,0.000666667,0.001333333,-0.000333333,-0.001333333,0.002666667,0.001666667,-0.000333333,0.000666667,0.001,0.001333333
377,0.000666667,0.000333333,0.000666667,0.001,0.000333333,0.002666667,0.001666667,0.001666667,0.004333333,0.005,0.000333333,0.001666667,0.001666667,0.003,0
376,0.000666667,-0.000333333,-0.001666667,-0.000666667,0.000666667,0.002,0.004,0.003666667,0.003,0.005666667,0.000333333,0.001333333,0,0.001333333,0.001666667
375,0.001,0,-0.000333333,0.001,0.000666667,0.001,0.001666667,0,0.001,0.002,0.001,0.001666667,0.000666667,0.001666667,0.001
374,-0.000666667,0,0.000666667,0.000333333,-0.000333333,-0.001333333,-0.000333333,0,0.000333333,0.001,-0.001333333,0.000333333,0.002666667,0.002333333,0.001666667
373,-0.001,-0.002,-0.000333333,-0.000333333,-0.000666667,0.000666667,0.000666667,0.000333333,0.001333333,0.001333333,0.002,0.002,0.000333333,0.001333333,0.001333333
372,0.000666667,0,0.001,0.001,-0.000333333,-0.000333333,0.002333333,0.002666667,0.001666667,0.002666667,0.001,0.002,0.001666667,0.002333333,0.002666667
371,0,-0.000666667,0.000666667,0.000666667,-0.001333333,0.001,0.001,0.002,0.001333333,0.002666667,0.001,0.002,0.001,0.001666667,0.001333333
370,0.001333333,0.000333333,0.001333333,0.000666667,-0.000333333,0.001,0.002,0.001,0.002,0.002333333,0,-0.000333333,0.000666667,-0.001,0.000666667
369,0.000666667,0.001,0.002,0.002,0.001666667,0.001333333,0.002,0.002,0.002333333,0.002666667,0.001,0.001,0.002,0.001666667,0.001666667
368,-0.000333333,0,-0.000333333,-0.001333333,-0.001,0.000666667,0.001666667,0.000666667,0.002666667,0.002333333,0.000666667,0.000333333,0.002333333,0.001333333,0.000666667
367,-0.000333333,-0.000666667,0,0.001,-0.000666667,0.001,0.000666667,0.000666667,0.000666667,0.002333333,0.002,0.001333333,0.001,0.000333333,0.002333333
366,0.000333333,0.000666667,0.001666667,0.000333333,0.001,0.000666667,0.000666667,0.002,0.001666667,0.001666667,0.001333333,0.001,0.001333333,0.001666667,0.001666667
365,-0.000333333,0,0.000666667,-0.000333333,0.000666667,0.001666667,0.002333333,0.002333333,0.002,0.003666667,0.000666667,0.001,0.000666667,0.001333333,0.001666667
364,0.001,0.001,0.000666667,0.001333333,0.001,0.001333333,0.002,0.002333333,0.002666667,0.003,0.001,0.000333333,0.001,0.001666667,0.002
363,-0.000666667,-0.000333333,-0.001,0,-0.000333333,0.000333333,0.001333333,0.001333333,0.002,0.002666667,0.000666667,0.000333333,0.000333333,0.000666667,0.001333333
362,0.000333333,0,0.001,0.000666667,0.000333333,-0.000333333,0.001333333,0.000666667,0.001,0.001,0,0,0.000666667,0.002,0.001333333
361,0.000333333,-0.000333333,-0.000333333,0.000333333,-0.000333333,0.001666667,0.002,0.002666667,0.002333333,0.003,0.000333333,0.000666667,0.001333333,0.001333333,0.001666667
360,0.001,-0.000333333,0.000333333,0.000333333,0,-0.001,-0.000666667,0.000666667,0.000333333,0.000666667,0.001,-0.000666667,0.000666667,0.000333333,0.001
359,-0.000333333,-0.001,-0.000666667,0,-0.000333333,0.000333333,0.001,0.001333333,0.002,0.002,0.001333333,0.001,0.001333333,0.001666667,0.002666667
358,0.001,0,0,-0.000333333,-0.000666667,0.000666667,0.001,0.002333333,0.002333333,0.002,0.000333333,0,0.000666667,0.001333333,0.002
357,0.001333333,0,0.000333333,0.000333333,0,0.002,0.001666667,0.002666667,0.002666667,0.002666667,0.001666667,0.001333333,0.000666667,0.001333333,0.002333333
356,0.001,0,0.000666667,0.000666667,0.000333333,0.000666667,0.001,0.002666667,0.001333333,0.002333333,0.001333333,0.002,0.001666667,0.001333333,0.002
355,0,-0.000333333,-0.000666667,0.001333333,0.000333333,0.000333333,0.000333333,0.001333333,0.002,0.002,0.001,0.001,0.001,0.000666667,0.001666667
354,0.000333333,0.002,0.001,0.000666667,-0.000333333,0.000333333,0.000666667,0.000333333,0.000666667,0.001666667,-0.000333333,0.000333333,0.001,0.001666667,0.002
353,0.000333333,-0.000333333,0.001,0.000333333,-0.000333333,0.000666667,0.001,0.002,0.002,0.001666667,0,0,0.001666667,0.001,0.002666667
352,0,0,0.001,0.000666667,0,0.000333333,0.002666667,0.002666667,0.002,0.001,0.001333333,0,0.000666667,0.001666667,0.001666667
351,-0.001,-0.000666667,-0.000333333,-0.000333333,-0.000333333,0.001333333,0.002,0.002,0.002,0.001666667,0.002666667,0.002333333,0.003,0.003666667,0.003
350,0.001666667,0,0.001,0.001,0.000666667,0.001333333,0.002,0.001333333,0.002666667,0.002333333,0.001,0,0.001,0.001333333,0.001
349,0.000333333,0,0.000666667,0,-0.000666667,0.000666667,0.001666667,0.002,0.001666667,0.002333333,0.002,0,0.001,0.002666667,0.001666667
348,0,0,0,-0.001,-0.000333333,0.000333333,0.001,0.000666667,0.001666667,0.002,0.000666667,0,0.000333333,0,0.001
347,0.001333333,0.000666667,0.001,0.001,0,0,0.001,0.001333333,0.002,0.003,0,0,0.000666667,0.001,0.001333333
346,-0.001,-0.001,-0.000666667,-0.000666667,-0.001333333,0.000333333,0.001666667,0.001666667,0.001666667,0.002,0.001,-0.000333333,0.001333333,0.000666667,0.000666667
345,-0.000333333,-0.000333333,0,-0.000333333,-0.000666667,0.000666667,0.002,0.002333333,0.002333333,0.003333333,0.000333333,0.000333333,0,0.001,0.001333333
344,0.000333333,0.000666667,0.000666667,0.000333333,-0.001,0,0,0.001333333,0.001666667,0.001333333,0.000666667,0,0.001,0.000666667,0.001
343,0,-0.000333333,-0.001,-0.000333333,-0.001,0.001333333,0.002333333,0.002333333,0.002,0.002666667,0.001,0.000333333,0.000333333,0.001,0.001333333
342,0.001,0.000333333,0.000666667,0.000333333,0,0,0.001666667,0.002,0.001666667,0.002666667,0.001,0.000333333,0.001666667,0.000666667,0.000333333
341,-0.000333333,-0.001,-0.001333333,-0.001,-0.002666667,0.000333333,0.001666667,0.001333333,0.001,0.002666667,-0.000666667,-0.000666667,-0.000333333,0,0.001
340,-0.000333333,0.000666667,0.000333333,0,0,0.000666667,0.001,0.001333333,0.001333333,0.002,0,0.000333333,0.001,0,0.000666667
339,0.001,0.000666667,0.001,0.001,-0.000333333,0.000333333,0.001333333,0.002333333,0.001666667,0.002,0,-0.000666667,0,-0.000666667,0
338,0.000333333,0,0,-0.000333333,-0.000666667,0.000666667,0.001,0.001333333,0.000666667,0.001666667,0.000333333,-0.000333333,0.000333333,-0.000333333,-0.000333333
337,0,0,0,0,-0.001333333,0,0.001,0,0.001,0.001,-0.000666667,-0.001,-0.000666667,-0.001333333,-0.001666667
336,-0.000333333,0,-0.000333333,-0.001333333,-0.001666667,0.001,0.001666667,0.001,0.001333333,0.001333333,0.000333333,-0.000333333,-0.000666667,-0.000333333,-0.000333333
335,0.000333333,0,-0.000333333,-0.000666667,-0.001333333,0.000333333,0.000666667,0.000333333,0.000666667,0.001333333,-0.001333333,-0.003333333,-0.002,-0.002333333,-0.003
334,0.000333333,0,0.000666667,0,-0.001,0.001333333,0.000666667,0.000666667,0.001,0.001333333,-0.002,-0.002333333,-0.002333333,-0.001666667,-0.003
333,0.000333333,0,0.000333333,0.000333333,-0.001333333,0.001,0.001,0.000333333,0.000666667,0.001333333,0,-0.001,-0.002,-0.002333333,-0.002
332,-0.000666667,-0.001,-0.000333333,-0.001,-0.001,0,-0.000666667,0.000666667,0,0.000333333,-0.001333333,-0.003,-0.002666667,-0.004666667,-0.004
331,-0.000333333,-0.001,-0.000666667,-0.000333333,-0.001666667,0,0.000333333,0.001,0.000666667,0.000666667,-0.001666667,-0.002666667,-0.003,-0.004,-0.004333333
330,-0.001333333,-0.002,-0.001666667,-0.001666667,-0.002333333,-0.000333333,0,0,-0.001666667,0.000333333,-0.002,-0.003333333,-0.003333333,-0.006,-0.005
329,-0.001,0.000333333,-0.000333333,-0.001,-0.002,0.000333333,-0.000333333,0,-0.001,-0.000333333,-0.001333333,-0.003333333,-0.004333333,-0.005,-0.006
328,-0.001333333,-0.001666667,-0.002,-0.001666667,-0.002,0,-0.000666667,0,-0.001333333,-0.000666667,-0.003,-0.004666667,-0.005666667,-0.006,-0.008333333
327,-0.001,-0.001,-0.000333333,-0.001333333,-0.003,-0.000333333,-0.001666667,-0.002,-0.001666667,-0.002,-0.002333333,-0.004,-0.006,-0.007333333,-0.008666667
326,-0.000666667,-0.000333333,-0.001333333,-0.001666667,-0.002333333,-0.000666667,-0.001,-0.000666667,-0.002,-0.001,-0.003,-0.005333333,-0.006666667,-0.008666667,-0.01
325,-0.001666667,-0.001,-0.001666667,-0.002333333,-0.002666667,-0.000666667,-0.001666667,-0.001333333,-0.002333333,-0.002,-0.003333333,-0.005333333,-0.007,-0.01,-0.012
324,0.000333333,0.000333333,-0.000666667,-0.001666667,-0.002333333,-0.000333333,-0.000333333,-0.001333333,-0.001666667,-0.002666667,-0.004,-0.006666667,-0.009333333,-0.012,-0.013333333
323,-0.002,-0.001666667,-0.002,-0.002666667,-0.004333333,-0.001,-0.001333333,-0.002,-0.002666667,-0.003,-0.004333333,-0.008,-0.009333333,-0.013,-0.014333333
322,0.000333333,-0.000333333,-0.001,-0.001666667,-0.003,-0.001,-0.001333333,-0.001666667,-0.002666667,-0.003,-0.004333333,-0.006666667,-0.009666667,-0.012666667,-0.014666667
321,-0.000333333,-0.001,-0.000666667,-0.002333333,-0.003,-0.001,-0.001666667,-0.002666667,-0.004333333,-0.004333333,-0.004333333,-0.007,-0.010666667,-0.012333333,-0.016333333
320,-0.002,-0.002,-0.002,-0.004,-0.004333333,-0.000333333,-0.002,-0.002,-0.003,-0.004333333,-0.005,-0.008333333,-0.011666667,-0.017,-0.019666667
319,-0.001666667,-0.001333333,-0.003,-0.003,-0.003666667,-0.000666667,-0.001666667,-0.001666667,-0.003666667,-0.005333333,-0.005666667,-0.01,-0.014,-0.017,-0.020333333
318,-0.000333333,-0.001333333,-0.001666667,-0.003333333,-0.005,-0.001,-0.002666667,-0.003333333,-0.005,-0.006333333,-0.005666667,-0.010333333,-0.012666667,-0.018333333,-0.021333333
317,-0.001333333,-0.001333333,-0.002333333,-0.003,-0.004,-0.001333333,-0.002666667,-0.002666667,-0.004666667,-0.006,-0.007333333,-0.01,-0.014666667,-0.020333333,-0.023333333
316,-0.000666667,-0.002,-0.003,-0.003333333,-0.005333333,-0.001333333,-0.002333333,-0.004,-0.004333333,-0.005666667,-0.006,-0.010333333,-0.015666667,-0.020666667,-0.024666667
315,0,-0.001,-0.000666667,-0.002666667,-0.004333333,-0.001666667,-0.003,-0.003666667,-0.006,-0.007,-0.008,-0.012666667,-0.018,-0.024333333,-0.028333333
314,-0.001,-0.001,-0.002333333,-0.003,-0.004333333,-0.000333333,-0.002,-0.003,-0.005333333,-0.006666667,-0.007,-0.013333333,-0.018,-0.024666667,-0.029
313,-0.001,-0.002,-0.002333333,-0.004333333,-0.004,-0.002,-0.001666667,-0.002666667,-0.006,-0.007333333,-0.009666667,-0.015,-0.020333333,-0.027,-0.032
312,-0.001333333,-0.002333333,-0.002666667,-0.004,-0.005666667,-0.001333333,-0.002,-0.004,-0.005333333,-0.008,-0.009,-0.014333333,-0.020333333,-0.028,-0.032333333
311,-0.000333333,-0.002333333,-0.001333333,-0.003,-0.004333333,-0.002666667,-0.002666667,-0.005,-0.006,-0.008333333,-0.008333333,-0.014666667,-0.020333333,-0.027333333,-0.032666667
310,-0.000666667,-0.001666667,-0.002,-0.003666667,-0.004666667,-0.001333333,-0.001666667,-0.003666667,-0.005,-0.007666667,-0.009666667,-0.016333333,-0.021333333,-0.028666667,-0.034333333
309,-0.001666667,-0.002666667,-0.002,-0.003666667,-0.004333333,0.000333333,-0.002,-0.003333333,-0.006666667,-0.008,-0.009,-0.014666667,-0.020666667,-0.028,-0.033666667
308,-0.001,-0.002,-0.003,-0.002666667,-0.004,-0.001666667,-0.003,-0.003666667,-0.006333333,-0.008333333,-0.009333333,-0.014,-0.02,-0.028,-0.032666667
307,-0.001666667,-0.001666667,-0.002333333,-0.002666667,-0.004666667,-0.002,-0.002333333,-0.004333333,-0.007333333,-0.009333333,-0.008666667,-0.015,-0.022,-0.028666667,-0.034
306,-0.001,-0.001666667,-0.001333333,-0.002666667,-0.003,-0.002333333,-0.001666667,-0.005,-0.006333333,-0.007666667,-0.009333333,-0.015,-0.021,-0.028666667,-0.033333333
305,-0.000666667,-0.001666667,-0.002333333,-0.002333333,-0.004,-0.001,-0.002,-0.003666667,-0.006,-0.007666667,-0.008666667,-0.013333333,-0.020333333,-0.027,-0.033
304,-0.000666667,-0.001666667,-0.001666667,-0.001666667,-0.003333333,-0.000666667,-0.001333333,-0.003333333,-0.004666667,-0.007,-0.008666667,-0.014,-0.020333333,-0.026666667,-0.033
303,-0.001333333,-0.001666667,-0.002333333,-0.002,-0.004333333,-0.001,-0.002,-0.003,-0.005666667,-0.007,-0.008,-0.013333333,-0.019333333,-0.025333333,-0.031666667
302,-0.001,-0.002333333,-0.001666667,-0.002666667,-0.004333333,-0.002,-0.002666667,-0.003666667,-0.005666667,-0.007,-0.008,-0.013,-0.018666667,-0.026666667,-0.031
301,-0.000333333,-0.000666667,-0.000333333,-0.002333333,-0.002,-0.000666667,-0.001333333,-0.003,-0.004,-0.006333333,-0.007,-0.012666667,-0.018333333,-0.024333333,-0.029333333
300,0,-0.000333333,-0.000666667,-0.001,-0.001666667,-0.002,-0.002,-0.004,-0.005,-0.006666667,-0.007666667,-0.013333333,-0.019666667,-0.026333333,-0.031333333
299,0,-0.000333333,-0.000333333,-0.000333333,-0.001,-0.001333333,-0.001333333,-0.002333333,-0.004333333,-0.005,-0.008333333,-0.013,-0.018666667,-0.025666667,-0.030333333
298,0.000333333,0,-0.000333333,0.000333333,-0.000333333,-0.001333333,-0.001,-0.002333333,-0.003,-0.004666667,-0.008333333,-0.012333333,-0.018333333,-0.024666667,-0.029333333
297,0.000333333,0.000333333,0.001,0.000333333,0.000666667,-0.001,-0.000333333,-0.001666667,-0.002666667,-0.003333333,-0.007666667,-0.011666667,-0.016666667,-0.022333333,-0.026666667
296,0.000333333,0,0.001,0.000333333,0.001,-0.000666667,-0.000666667,-0.001333333,-0.002666667,-0.003,-0.007,-0.011,-0.015333333,-0.021,-0.025333333
295,0.000333333,0.000333333,0.001333333,0.001,0.001333333,-0.000666667,0.000333333,-0.001,-0.001666667,-0.002,-0.006333333,-0.010666667,-0.015,-0.02,-0.023666667
294,0,0.000333333,0.000666667,0.001333333,0.001666667,-0.000333333,0.000333333,-0.000333333,-0.001333333,-0.001666667,-0.006,-0.009666667,-0.013666667,-0.018666667,-0.022
293,0,0.000333333,0.000666667,0.001333333,0.001666667,-0.000333333,0,-0.000666667,-0.001333333,-0.001333333,-0.005666667,-0.008666667,-0.012666667,-0.017666667,-0.021
292,0.000666667,0.000333333,0.001666667,0.002,0.001666667,-0.000666667,0.000333333,-0.000333333,-0.001,-0.001,-0.005333333,-0.008333333,-0.011666667,-0.016,-0.019
291,0.000666667,0.001,0.001666667,0.002333333,0.002666667,-0.000666667,0.000333333,-0.000333333,-0.001,-0.000666667,-0.005,-0.008,-0.011,-0.015333333,-0.018
290,0.001,0.001,0.001666667,0.002,0.002666667,0,0.000666667,0.000333333,0.000333333,0,-0.004666667,-0.007666667,-0.010666667,-0.014333333,-0.016666667
289,0.001,0.001333333,0.001666667,0.002333333,0.003,0,0.000666667,0.000333333,0,0.000333333,-0.004666667,-0.007,-0.01,-0.013333333,-0.016
288,0.000666667,0.001,0.001333333,0.002333333,0.002666667,0,0.001,0.000666667,0.001,0.000666667,-0.004,-0.006666667,-0.009333333,-0.012333333,-0.014333333
287,0.001,0.001,0.001666667,0.002333333,0.003,0.000333333,0.001333333,0.001,0.000666667,0.001666667,-0.004,-0.006666667,-0.009333333,-0.012333333,-0.014
286,0.000666667,0.001333333,0.001666667,0.002333333,0.003,0.000333333,0.001,0.001333333,0.001,0.001666667,-0.004,-0.006666667,-0.008333333,-0.011333333,-0.012666667
285,0.000666667,0.001333333,0.002,0.002333333,0.002666667,-0.000333333,0.001333333,0.000666667,0.001,0.001666667,-0.003666667,-0.006,-0.007666667,-0.010666667,-0.012
284,0.000333333,0.000666667,0.002,0.002,0.003,0,0.000666667,0.001,0.001,0.001666667,-0.002666667,-0.005,-0.006666667,-0.009333333,-0.010666667
283,0.000666667,0.000666667,0.001666667,0.002333333,0.003,0.000333333,0.001,0.001,0.000666667,0.001666667,-0.003,-0.005,-0.007,-0.009,-0.010333333
282,0,0.001,0.001333333,0.002,0.002333333,0.000333333,0.001,0.001,0.001333333,0.002,-0.002,-0.004333333,-0.005666667,-0.008,-0.009
281,0,0.000333333,0.001,0.001666667,0.002666667,0,0.001666667,0.001,0.001333333,0.002,-0.002666667,-0.004666667,-0.006,-0.007666667,-0.009333333
280,0.000666667,0.000666667,0.002,0.002333333,0.003,0.001,0.001666667,0.001666667,0.001666667,0.002666667,-0.003,-0.004666667,-0.006,-0.008333333,-0.009333333
279,0,0.000666667,0.001666667,0.002,0.002333333,0.000333333,0.001666667,0.001333333,0.001333333,0.002,-0.002333333,-0.004333333,-0.005666667,-0.007666667,-0.008
278,0.000333333,0.000666667,0.002,0.002333333,0.002,0.000333333,0.001333333,0.001333333,0.001666667,0.002,-0.002666667,-0.004333333,-0.006,-0.007333333,-0.008333333
277,0.000666667,0.000666667,0.001333333,0.002333333,0.002666667,0,0.001333333,0.001333333,0.001666667,0.002,-0.002333333,-0.004333333,-0.005333333,-0.007,-0.008
276,0.000666667,0.000666667,0.001333333,0.002,0.002,0.000333333,0.001,0.001333333,0.001,0.001666667,-0.002666667,-0.004333333,-0.005333333,-0.007333333,-0.008333333
275,0.000333333,0.000666667,0.001666667,0.002,0.002666667,0,0.001666667,0.001666667,0.001666667,0.002666667,-0.002333333,-0.004,-0.005333333,-0.007,-0.008
274,0,0.001,0.001333333,0.001666667,0.002333333,0,0.001666667,0.002,0.001666667,0.002,-0.002666667,-0.004333333,-0.005666667,-0.007666667,-0.008
273,0,0.000666667,0.001,0.001333333,0.001666667,0.000666667,0.001666667,0.001666667,0.001333333,0.001666667,-0.002666667,-0.004333333,-0.006333333,-0.007666667,-0.008333333
272,0.000333333,0.000666667,0.001,0.001333333,0.002,0,0.001,0.000666667,0.000666667,0.000666667,-0.002666667,-0.004666667,-0.006333333,-0.008,-0.009
271,0.000333333,0.000666667,0.001,0.001333333,0.001333333,0,0.001,0.000666667,0.000666667,0.000666667,-0.003333333,-0.005666667,-0.007,-0.009,-0.01
270,-0.000333333,0.000333333,0.000666667,0.000666667,0.000666667,0,0,0,0,0,-0.003333333,-0.005666667,-0.007333333,-0.009666667,-0.011333333
269,0,0.000333333,0.000666667,0.000666667,0.000666667,0,0.000666667,0.000333333,0,0.000333333,-0.004,-0.006666667,-0.008666667,-0.011333333,-0.013
268,0,0.000333333,0.000666667,0.000666667,0.000666667,-0.000666667,0,-0.000333333,-0.001333333,-0.001333333,-0.004666667,-0.007666667,-0.01,-0.013,-0.014666667
267,-0.000333333,0,0,0,0.000333333,-0.000666667,0,-0.000666667,-0.001333333,-0.001333333,-0.004333333,-0.007333333,-0.010333333,-0.014,-0.016
266,-0.001,-0.000666667,-0.000333333,0,-0.000333333,-0.001,-0.000333333,-0.001333333,-0.002,-0.002333333,-0.005666667,-0.008666667,-0.012333333,-0.016,-0.019
265,-0.000666667,-0.000666667,-0.000333333,-0.000666667,-0.001333333,-0.001,-0.001,-0.002,-0.002666667,-0.003,-0.006,-0.009666667,-0.013333333,-0.017666667,-0.020666667
264,-0.001,-0.001,-0.000666667,-0.000666667,-0.001666667,-0.001,-0.001,-0.002,-0.003333333,-0.003666667,-0.007,-0.011,-0.015333333,-0.02,-0.023666667
263,-0.001,-0.001333333,-0.001333333,-0.001,-0.002,-0.001,-0.001333333,-0.002666667,-0.004,-0.004333333,-0.007333333,-0.012,-0.017,-0.022333333,-0.026333333
262,-0.000666667,-0.000666667,-0.001333333,-0.001333333,-0.001666667,-0.001333333,-0.002333333,-0.003666667,-0.004666667,-0.006,-0.009,-0.013333333,-0.019333333,-0.025,-0.03
261,-0.001,-0.001333333,-0.001,-0.001,-0.002,-0.002,-0.002333333,-0.004,-0.005666667,-0.006666667,-0.009666667,-0.014666667,-0.021333333,-0.027666667,-0.033
260,-0.001333333,-0.001666667,-0.002,-0.002666667,-0.002666667,-0.002333333,-0.003333333,-0.004666667,-0.006666667,-0.008,-0.011,-0.016666667,-0.024,-0.031666667,-0.037333333
259,-0.001666667,-0.001666667,-0.002333333,-0.002666667,-0.003333333,-0.002,-0.003333333,-0.005333333,-0.007333333,-0.008666667,-0.012,-0.018333333,-0.026666667,-0.034333333,-0.041666667
258,-0.001666667,-0.002333333,-0.002666667,-0.003,-0.004,-0.002666667,-0.004,-0.006333333,-0.009,-0.010666667,-0.012666667,-0.02,-0.029,-0.038333333,-0.045666667
257,-0.002,-0.002,-0.002666667,-0.003666667,-0.004666667,-0.003,-0.005,-0.007666667,-0.01,-0.012333333,-0.013333333,-0.021666667,-0.032,-0.041333333,-0.05
256,-0.002,-0.002,-0.003,-0.003666667,-0.005,-0.003666667,-0.005666667,-0.008333333,-0.010666667,-0.013333333,-0.015666667,-0.024,-0.035333333,-0.046666667,-0.055333333
